sic_code,company_name,symbol,year,rq,rq_trend,aq,aq_trend,rd,rstar,rd_under_ratio,rd_under_trend,rd_under_amt,rd_increase_profit,rd_cut_profit,adv,astar,adv_under_ratio,adv_under_trend,adv_under_amt,adv_increase_profit,adv_cut_profit
2000,BRF - BRASIL FOODS SA,BRFS,2009,99.8,,99.6,,7.3,1835.3,0,,1828,9226.9,,147.2,261.8,0.56,,114.6,9139.5,
2000,BRF - BRASIL FOODS SA,BRFS,2010,102.8,1.35,,-1.26,10,3428.7,0,0.44,3418.7,13828.2,,0,,,,,,
2000,BRF - BRASIL FOODS SA,BRFS,2011,102.2,1.78,,-1.04,12.4,3690.6,0,0.31,3678.1,13978,,0,,,,,,
2000,BRF SA,BRFS,2012,102.8,2.64,,-0.85,13,3686.7,0,0.21,3673.7,14111.7,,0,,,,,,
4841,NASPERS LTD,NPSNY,2005,99.5,,94.1,,1.7,567,0,,565.3,2581.1,,79.9,42.9,1.86,,,,37
4841,NASPERS LTD,NPSNY,2006,92.8,,95.6,,8.9,255,0.04,,246.1,2693.5,,95.5,55.3,1.73,,,,40.1
4841,NASPERS LTD,NPSNY,2007,89.9,,96.9,,8.7,161.4,0.05,,152.6,2531.7,,73.4,58.6,1.25,,,,14.8
2836,CAMBRIDGE ANTIBODY TECH GRP,CATGY,2005,95.6,,,,79.8,1.4,55.25,,,,78.4,0,,,,,,
7372,FORMULA SYSTEMS (1985) LTD,FORTY,2005,92.4,,92.2,,25,40,0.63,,15,507.2,,2,6.7,0.3,,4.7,506.7,
7372,FORMULA SYSTEMS (1985) LTD,FORTY,2006,85.7,,91.9,,22.4,15.3,1.46,,,,7.1,2.6,5.9,0.44,,3.3,493,
7372,FORMULA SYSTEMS (1985) LTD,FORTY,2007,80.9,,94.3,,16.4,0.2,95.38,,,,16.2,5.1,8.2,0.62,,3.1,493.6,
7372,FORMULA SYSTEMS (1985) LTD,FORTY,2008,80.2,,95.3,,6.5,,,,,,,5.6,10,0.56,,4.4,591.3,
2911,GAZPROM OAO,OGZPY,2005,95.7,,,,210,5877.6,0.04,,5667.6,48413.1,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2006,93,,,,227,6163,0.04,,5936,82200.2,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2007,92.5,,,,498,6718.5,0.07,,6220.5,98133.8,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2008,101.7,,,,632,17277.6,0.04,,16645.6,121764.3,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2009,106,,,,683,22683.9,0.03,,22000.9,100218.5,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2010,109.3,1.91,,2.3,943,31162.6,0.03,0.85,30219.6,119713.7,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2011,111.9,2.54,,2.06,792,42955.3,0.02,0.5,42163.3,147424,,0,,,,,,
2911,GAZPROM OAO,OGZPY,2012,107,2.24,,0.61,922,37861.5,0.02,0.33,36939.5,158777.9,,0,,,,,,
3620,SGL CARBON SE,SGGGY,2005,100.3,,,,26,135.6,0.19,,109.6,1277.2,,0,,,,,,
3620,SGL CARBON SE,SGGGY,2006,98.9,,99.4,,21.3,185.7,0.11,,164.4,1582.5,,2.5,43.5,0.06,,41,1572.5,
3312,COMPANHIA SIDERURGICA NACION,SID,2005,110.2,,,,8,1074.6,0.01,,1066.6,3868.6,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2006,111.8,,,,10,1781.4,0.01,,1771.4,3913.8,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2007,107.3,,,,20.9,1436.1,0.01,,1415.2,5598.9,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2008,102.8,,,,19,1136.2,0.02,,1117.2,7275.8,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2009,102.5,,,,17,1391.5,0.01,,1374.5,5074.7,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2010,100.9,0.68,,1.57,12,1620.3,0.01,0.99,1608.3,8787.9,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2011,99.1,0.59,,1.12,34.3,1539.6,0.02,3.97,1505.3,8958.5,,0,,,,,,
3312,COMPANHIA SIDERURGICA NACION,SID,2012,94.6,0.52,,0.47,3.5,1032.2,0,0.23,1028.7,8316.5,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2005,98.8,,,,23.7,156.2,0.15,,132.5,1337.1,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2006,100.4,,,,26.1,208.9,0.13,,182.8,1770,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2007,94.8,,,,36.6,165.3,0.22,,128.7,2053.3,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2008,95.5,,,,39.7,169,0.23,,129.3,1916.9,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2009,98.6,,,,42.2,232.5,0.18,,190.2,1870.5,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2010,97.1,0.91,,1.98,39.9,249.7,0.16,1.05,209.7,2207.9,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2011,94.7,0.71,,1.55,52.8,214.3,0.25,1.97,161.5,2033.8,,0,,,,,,
3674,SILICONWARE PRECISION INDS,SPIL,2012,88.8,0.57,,0.43,66.1,123.2,0.54,2.42,57.1,2229.1,,0,,,,,,
5093,SIMS METAL MGMT LTD,SMS,2009,100.8,,,,2,1588.5,0,,1586.5,7038.1,,0,,,,,,
5093,SIMS METAL MGMT LTD,SMS,2010,100.5,,,,1.4,1655.2,0,,1653.8,6393.9,,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2005,90.8,,,,232,202.2,1.15,,,,29.8,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2006,85,,,,254.8,88.1,2.89,,,,166.7,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2007,88.4,,,,289,155.8,1.86,,,,133.2,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2008,90.4,,,,297,162.2,1.83,,,,134.8,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2009,94.7,,,,252.6,249.3,1.01,,,,3.3,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2010,95.1,1.44,,2.43,251.8,310.4,0.81,0.71,58.6,4349.5,,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2011,96.5,3.75,,1.96,299.9,343.9,0.87,0.3,44,3860,,0,,,,,,
3674,UNITED MICROELECTRONICS CORP,UMC,2012,92.6,1.55,,0.61,310.4,276.1,1.12,0.61,,,34.3,0,,,,,,
1000,VALE SA,VALE,2005,99.7,,94,,165.7,1908.4,0.09,,1742.7,14705.7,,48.4,212.3,0.23,,163.9,14582,
1000,VALE SA,VALE,2006,99.3,,95.6,,287.9,2786.6,0.1,,2498.7,21418.1,,67.9,410.3,0.17,,342.4,21256.1,
1000,VALE SA,VALE,2007,99.7,,100.7,,488.2,3954.3,0.12,,3466.1,36750.3,,154.6,961.4,0.16,,806.9,36503.2,
1000,VALE SA,VALE,2008,104.1,,105.1,,785.3,5633.3,0.14,,4848.1,30760.6,,109.1,1499,0.07,,1389.8,30547.6,
1000,VALE SA,VALE,2009,103.6,,103.6,,893.4,5549.6,0.16,,4656.1,28106.8,,135.4,1386.6,0.1,,1251.2,27923.9,
1000,VALE SA,VALE,2010,101.8,1.11,102.9,2.35,1127.1,6378.1,0.18,2.03,5251,50534.2,,132.9,1706,0.08,0.34,1573.1,50210.7,
1000,VALE SA,VALE,2011,98.8,0.97,100.4,1.58,942.2,5985.4,0.16,1.52,5043.2,55878.1,,87,1593.3,0.05,0.33,1506.3,55560.7,
1000,VALE SA,VALE,2012,95.6,0.78,92.7,0.39,1536.5,4864.4,0.32,2.56,3327.9,45902.6,,75.2,655.6,0.11,0.71,580.4,45717.1,
4813,TELSTRA CORP LTD,TLSYY,2005,101,,,,18.1,3732.5,0,,3714.4,17225.8,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2006,98.4,,,,22.1,2842.3,0.01,,2820.2,17254.8,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2007,92.3,,,,17.1,1538.3,0.01,,1521.2,20262.4,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2008,85.3,,,,7.6,507.2,0.02,,499.5,23800.8,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2009,87.5,,,,8.6,792.1,0.01,,783.5,20623.4,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2010,85.2,0.21,,1.66,6.4,528,0.01,2.52,521.6,21181.4,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2011,83.9,0.17,,1.12,7.6,373.6,0.02,2.63,366,26976.6,,0,,,,,,
4813,TELSTRA CORP LTD,TLSYY,2012,75.6,-0.45,,0.32,6.4,,,,,,,0,,,,,,
3613,ABB LTD,ABB,2005,94.4,,,,690,1500.3,0.46,,810.3,22548,,0,,,,,,
3613,ABB LTD,ABB,2006,91.2,,,,679,1215.7,0.56,,536.7,24489,,0,,,,,,
3613,ABB LTD,ABB,2007,94.2,,,,772,1855.1,0.42,,1083.1,29329.3,,0,,,,,,
3613,ABB LTD,ABB,2008,98.5,,,,871,3007.8,0.29,,2136.8,35180,,0,,,,,,
3613,ABB LTD,ABB,2009,101.7,,,,1027,4221.9,0.24,,3194.9,32073.2,,0,,,,,,
3613,ABB LTD,ABB,2010,100.5,1.45,,2.26,1037,4215.1,0.25,0.53,3178.1,31842.4,,0,,,,,,
3613,ABB LTD,ABB,2011,99.4,1.79,,1.82,1082,4784.3,0.23,0.4,3702.3,38286.4,,0,,,,,,
3613,ABB LTD,ABB,2012,97.5,1.25,,0.49,1371,4691.1,0.29,0.7,3320.1,39575.8,,0,,,,,,
7371,INFOSYS LTD,INFY,2005,93.7,,,,17,205.5,0.08,,188.5,2166.3,,0,,,,,,
7371,INFOSYS LTD,INFY,2006,92.9,,,,23,248.4,0.09,,225.4,3109,,0,,,,,,
7371,INFOSYS LTD,INFY,2007,92.2,,,,37,308.3,0.12,,271.3,4199.5,,0,,,,,,
7371,INFOSYS LTD,INFY,2008,94.3,,,,50,409.4,0.12,,359.4,4694.1,,0,,,,,,
7371,INFOSYS LTD,INFY,2009,97.2,,,,51,588.1,0.09,,537.1,4844.1,,0,,,,,,
7371,INFOSYS LTD,INFY,2010,97.9,1.32,,4.04,92,710.4,0.13,1.57,618.4,6091,,0,,,,,,
7371,INFOSYS LTD,INFY,2011,98.1,1.43,,3.58,116,826.3,0.14,1.52,710.3,7051.7,,0,,,,,,
7371,INFOSYS LTD,INFY,2012,98.5,1.56,,1,140,902.7,0.16,1.29,762.7,7459.2,,0,,,,,,
7370,SATYAM COMPUTER SERVICES LTD,SAYCY,2005,100.8,,94.1,,0.6,234.2,0,,233.5,1108.8,,2.2,16.4,0.13,,14.2,1097.8,
7370,SATYAM COMPUTER SERVICES LTD,SAYCY,2006,96.3,,95.5,,0.5,203.6,0,,203.1,1474.3,,1,26.9,0.04,,25.9,1464.1,
7370,SATYAM COMPUTER SERVICES LTD,SAYCY,2007,82.1,,97.2,,0.4,14.9,0.03,,14.5,2139.6,,1.9,48.9,0.04,,47,2142.8,
900,ATLAS SOUTH SEA PEARL LTD,APCFY,2006,122.9,,,,0.1,11.3,0.01,,11.3,10.1,,0,,,,,,
2836,ACAMBIS PLC,ACAMY,2005,108.8,,,,55.4,14.6,3.79,,,,40.8,0,,,,,,
3845,D MEDICAL INDUSTRIES,DMEDF,2009,82.2,,,,3.9,0,3552.08,,,,3.9,0,,,,,,
3845,D MEDICAL INDUSTRIES,DMEDF,2010,79.6,,134,,3.5,,,,,,,0,0.1,0.82,,0,0.4,
3845,D MEDICAL INDUSTRIES,DMEDF,2011,76.9,,151.5,,4,,,,,,,0,0,0.14,,0,0.4,
2834,SHIRE PLC,SHPG,2005,112.4,,100.6,,196.3,349.8,0.56,,153.5,1608.8,,62.3,53.3,1.17,,,,9
2834,SHIRE PLC,SHPG,2006,102.4,,95.9,,1009.2,250.6,4.03,,,,758.6,91.6,47.8,1.92,,,,43.8
2834,SHIRE PLC,SHPG,2007,99.8,,97.8,,386.9,251.9,1.54,,,,135,92.3,58.9,1.57,,,,33.4
2834,SHIRE PLC,SHPG,2008,97.5,,99.7,,2433,256.5,9.49,,,,2176.5,134.5,96.2,1.4,,,,38.3
2834,SHIRE PLC,SHPG,2009,99.5,,102.9,,789.7,314.9,2.51,,,,474.8,81.3,120.6,0.67,,39.3,3010.5,
2834,SHIRE PLC,SHPG,2010,99.4,0.59,104.2,1.28,639.9,351.8,1.82,3.24,,,288.1,93.3,141.7,0.66,0.56,48.4,3475.5,
2834,SHIRE PLC,SHPG,2011,97.4,0.77,103.9,1.95,661.5,393.7,1.68,0.42,,,267.8,122.5,171.7,0.71,0.37,49.2,4267.7,
2834,SHIRE PLC,SHPG,2012,95.7,0.79,93.2,0.56,770.7,374.7,2.06,1.34,,,396,85.8,63.5,1.35,0.86,,,22.3
2836,PROGEN PHARMACEUTICALS LTD,PGLA,2005,90.5,,,,3,0.1,35.72,,,,2.9,0,,,,,,
2836,PROGEN PHARMACEUTICALS LTD,PGLA,2006,84.1,,,,2.8,0,89.29,,,,2.7,0,,,,,,
2836,PROGEN PHARMACEUTICALS LTD,PGLA,2007,79.2,,,,2.9,,,,,,,0,,,,,,
2836,PROGEN PHARMACEUTICALS LTD,PGLA,2008,74.9,,,,5.9,,,,,,,0,,,,,,
2836,PROGEN PHARMACEUTICALS LTD,PGLA,2011,98.9,,,,4.3,0.1,75.09,,,,4.3,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2005,97.9,,,,51.4,890.1,0.06,,838.7,6833.2,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2006,94.6,,,,51,825.5,0.06,,774.5,8561,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2007,88.9,,,,51.3,492.6,0.1,,441.3,9760.3,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2008,92.5,,,,66.5,853.3,0.08,,786.7,10676.6,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2009,97.5,,,,80.2,1462.8,0.05,,1382.5,11347,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2010,98.3,1.02,,2.08,93.8,1722.8,0.05,0.94,1629,12165,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2011,97.6,1.22,,1.63,96.5,1733.9,0.06,0.9,1637.3,12908.5,,0,,,,,,
8090,FRESENIUS MEDICAL CARE AG&CO,FMS,2012,95.7,1.84,,0.52,110.8,1584,0.07,0.67,1473.1,13907.3,,0,,,,,,
3721,EMBRAER SA,ERJ,2005,100.9,,94,,44.5,636.2,0.07,,591.6,3869.7,,7.1,64.3,0.11,,57.2,3835.1,
3721,EMBRAER SA,ERJ,2006,97.8,,95.3,,93.2,530.3,0.18,,437.1,3786.8,,13.3,87.7,0.15,,74.4,3765.1,
3721,EMBRAER SA,ERJ,2007,92.4,,96.9,,112.7,409.4,0.28,,296.6,5268.7,,13.4,132.9,0.1,,119.5,5255.5,
3721,EMBRAER SA,ERJ,2008,95,,97.9,,259.7,535.9,0.48,,276.2,6360.9,,18.2,161.9,0.11,,143.7,6349,
3721,EMBRAER SA,ERJ,2009,98.9,,98.7,,197,608.6,0.32,,411.6,5503.5,,6.9,149.3,0.05,,142.4,5480,
3721,EMBRAER SA,ERJ,2010,99.4,0.92,,0.42,144,657.5,0.22,3.13,513.5,5407,,0,,,,,,
3721,EMBRAER SA,ERJ,2011,96.8,0.94,,0.05,72.1,631.7,0.11,0.65,559.6,5849,,0,,,,,,
3721,EMBRAER SA,ERJ,2012,97,1.4,,-0.06,85.3,730.4,0.12,0.42,645.1,6226.7,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2005,92.1,,,,81.4,152.9,0.53,,71.4,2570.5,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2006,94.4,,,,84.9,190.4,0.45,,105.4,3096.9,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2007,89.8,,,,80.8,141.1,0.57,,60.3,3127.5,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2008,94.8,,,,101.3,213.6,0.47,,112.3,2895.5,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2009,96.7,,,,118.3,283.6,0.42,,165.2,2697.3,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2010,95.7,1.32,,2.33,113.1,465.1,0.24,0.46,352.1,6521,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2011,93.9,0.96,,2.13,211.5,460.3,0.46,1.03,248.8,6147.8,,0,,,,,,
3674,ADVANCED SEMICON ENGINEERING,ASX,2012,91,1.13,,0.76,235.1,409.6,0.57,1,174.4,6692.7,,0,,,,,,
2800,CIBA HOLDING AG,CSBHY,2005,101,,,,252.4,700,0.36,,447.7,5682.9,,0,,,,,,
2800,CIBA HOLDING AG,CSBHY,2006,101.9,,,,228.9,602.5,0.38,,373.5,5252.1,,0,,,,,,
2800,CIBA HOLDING AG,CSBHY,2007,97,,,,221.5,431.5,0.51,,210,5789.3,,0,,,,,,
2800,CIBA HOLDING AG,CSBHY,2008,100.6,,,,231.3,554.4,0.42,,323.1,5585.7,,0,,,,,,
3559,AIXTRON SE,AIXG,2005,105.9,,,,27.3,30.3,0.9,,3,171.4,,0,,,,,,
3559,AIXTRON SE,AIXG,2006,105.2,,,,36.1,30.7,1.18,,,,5.5,0,,,,,,
3559,AIXTRON SE,AIXG,2007,103.9,,,,31.6,32.2,0.98,,0.6,323.2,,0,,,,,,
3559,AIXTRON SE,AIXG,2008,108.3,,,,38.7,45.9,0.84,,7.2,387.9,,0,,,,,,
3559,AIXTRON SE,AIXG,2009,111.1,,,,39.4,66.3,0.59,,26.9,471.3,,0,,,,,,
3559,AIXTRON SE,AIXG,2010,114.9,1.36,,2.23,49.4,136.5,0.36,0.4,87.2,1064.2,,0,,,,,,
3559,AIXTRON SE,AIXG,2011,113.6,1.34,,1.49,61.2,187.3,0.33,0.28,126.1,804.1,,0,,,,,,
3559,AIXTRON SE,AIXG,2012,102,0.92,,-0.01,65.4,87.2,0.75,0.76,21.8,301.5,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2005,91,,,,0.8,14.7,0.05,,13.9,147.1,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2006,82.8,,,,1.4,1.9,0.74,,0.5,149.1,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2007,82,,,,1.2,1.1,1.1,,,,0.1,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2008,82.8,,,,0.6,1.9,0.34,,1.2,167.1,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2009,97.5,,,,1.2,22.6,0.05,,21.4,192.4,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2010,102,2.07,,3.51,1.4,33.5,0.04,0.8,32.1,204.8,,0,,,,,,
4813,CITY TELECOM (HONG KONG) LTD,CTEL,2011,101.2,10.09,,3.08,1.4,32.6,0.04,0.06,31.2,218.3,,0,,,,,,
7812,HONG KONG TELE NETWORK LTD,HKTV,2012,85.8,4.31,,4.17,1.4,0.1,25.69,23.43,,,1.3,0,,,,,,
3931,FENDER MUSICAL INSTRS -REDH,FNDR,2011,102.8,,,,9.3,119.7,0.08,,110.4,708.5,,0,,,,,,
2911,STATOIL ASA,STO,2005,108.1,,,,168.9,20968.8,0.01,,20799.9,58800.3,,0,,,,,,
2911,STATOIL ASA,STO,2006,105.9,,,,158.1,19115.9,0.01,,18957.8,68801.7,,0,,,,,,
2911,STATOIL ASA,STO,2007,102.4,,,,196.2,19179.1,0.01,,18982.8,97445.8,,0,,,,,,
2911,STATOIL ASA,STO,2008,104.5,,,,363.4,22392.3,0.02,,22029,94705.2,,0,,,,,,
2911,STATOIL ASA,STO,2009,105.8,,,,321.5,25773.1,0.01,,25451.6,80959.1,,0,,,,,,
2911,STATOIL ASA,STO,2010,104.8,0.88,,1.42,358,24992.5,0.01,1.78,24634.4,90620.5,,0,,,,,,
2911,STATOIL ASA,STO,2011,104.1,0.93,,0.81,347.2,26611.4,0.01,1.58,26264.3,109584.5,,0,,,,,,
2911,STATOIL ASA,STO,2012,104.6,1.1,,0.27,368.8,24443,0.02,1.47,24074.2,128582.5,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2005,97.5,,94.1,,417.3,1341.4,0.31,,924.1,11239.5,,186,196.1,0.95,,10.2,11173.4,
4812,TELIASONERA AB,TLSNY,2006,96.7,,,,362.2,1246.3,0.29,,884.1,13577.1,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2007,93.3,,,,375.2,1038.9,0.36,,663.7,15201.1,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2008,95,,,,268.2,1284.2,0.21,,1016,13327.1,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2009,95.7,,,,149.5,1491.9,0.1,,1342.3,15531.8,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2010,95.2,0.87,,-0.6,140.9,1456.8,0.1,0.31,1315.9,16213.3,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2011,92.9,0.76,,-3.07,118.6,1200.6,0.1,0.34,1082,15632.8,,0,,,,,,
4812,TELIASONERA AB,TLSNY,2012,87.6,0.54,,2.89,73.9,659.7,0.11,0.31,585.8,16298,,0,,,,,,
4813,FRANCE TELECOM,FTE,2005,93,,,,763.5,3965.4,0.19,,3201.8,58888.7,,0,,,,,,
4812,TELENOR ASA,TELNY,2005,98.3,,95.2,,69.6,1391.6,0.05,,1322,10315.8,,299.4,184.2,1.63,,,,115.2
4812,TELENOR ASA,TELNY,2006,92.8,,97.2,,59.5,1105.8,0.05,,1046.4,13840.6,,420.1,297.4,1.41,,,,122.7
4812,TELENOR ASA,TELNY,2007,87.6,,98.4,,74.7,610.1,0.12,,535.3,17085.3,,430.3,371.5,1.16,,,,58.8
4812,TELENOR ASA,TELNY,2008,89.3,,99.5,,107.7,844,0.13,,736.3,13990.6,,324.1,445.3,0.73,,121.2,13940.4,
4812,TELENOR ASA,TELNY,2009,96.8,,100.9,,79.4,2123.2,0.04,,2043.8,17012.1,,361,545.8,0.66,,184.8,16883,
4812,TELENOR ASA,TELNY,2010,97.6,0.96,101.9,1.86,76.2,1982.8,0.04,0.77,1906.7,16248.8,,441.4,510.7,0.86,0.53,69.3,16112.1,
4812,TELENOR ASA,TELNY,2011,95.7,1.24,102.8,1.57,65.7,1627.7,0.04,0.75,1562,16640.9,,387.4,525.7,0.74,0.52,138.3,16527.7,
4812,TELENOR ASA,TELNY,2012,93.4,1.86,93.7,0.58,64.8,1419.1,0.05,0.37,1354.3,18413.7,,361.6,230.4,1.57,1.35,,,131.2
4813,DEUTSCHE TELEKOM,DTEGY,2005,99.1,,,,1218.4,10338.8,0.12,,9120.3,73124.6,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2006,89.1,,,,236.8,4165.2,0.06,,3928.4,82987.7,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2007,82.4,,,,263.9,734.6,0.36,,470.7,93754.1,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2008,82,,,,292.1,530.9,0.55,,238.8,87897.7,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2009,87.9,,,,278.4,4118,0.07,,3839.7,95097.5,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2010,90,0.5,,-8.79,286.6,5350.9,0.05,0.45,5064.2,85229.4,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2011,89.6,1.06,,-5.68,132.7,4890.6,0.03,0.48,4757.9,78235.1,,0,,,,,,
4813,DEUTSCHE TELEKOM,DTEGY,2012,97.5,10.34,,-9.66,157.5,12080.3,0.01,0.04,11922.8,81236.2,,0,,,,,,
3621,NIDEC CORP,NJ,2005,92.5,,94.2,,241.3,323.7,0.75,,82.4,4576.7,,2.4,80.5,0.03,,78.1,4577.3,
3621,NIDEC CORP,NJ,2006,91.2,,96,,248.8,316.3,0.79,,67.5,5340.6,,2.9,114.9,0.02,,112.1,5344.4,
3621,NIDEC CORP,NJ,2007,89.2,,97.7,,277.5,301.6,0.92,,24.1,7415.2,,3.7,166.5,0.02,,162.8,7424.8,
3621,NIDEC CORP,NJ,2008,96,,99.9,,300.4,475.3,0.63,,174.9,6269.4,,3.1,174.8,0.02,,171.7,6263.2,
3621,NIDEC CORP,NJ,2009,98.1,,102.2,,274.5,680.6,0.4,,406.1,6324.7,,1.7,260.8,0.01,,259.2,6311.4,
3621,NIDEC CORP,NJ,2010,92.2,0.97,101.3,2.04,264.6,507.7,0.52,0.7,243.1,8347.4,,3,285.5,0.01,0.36,282.5,8346.5,
3621,NIDEC CORP,NJ,2011,90.6,0.95,101.8,1.68,338.2,453.4,0.75,0.95,115.2,8292.3,,2.8,317.2,0.01,0.35,314.4,8307.3,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2005,104.8,,,,248,10943.3,0.02,,10695.3,57077.9,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2006,106.3,,,,399,15944.3,0.03,,15545.3,73367.4,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2007,102.6,,,,727,14874.9,0.05,,14147.9,88761.2,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2008,109.8,,,,881,29525.9,0.03,,28644.9,120145.2,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2009,106,,85.3,,941,24214,0.04,,23273,93107.9,,5115,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2010,106.4,1.07,,-0.42,681,32783.8,0.02,0.92,32102.8,121754.9,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2011,103.4,0.89,,-0.52,993,28195.4,0.04,1.41,27202.4,147713.1,,0,,,,,,
2911,PETROBRAS-PETROLEO BRASILIER,PBR,2012,103.4,1.04,,-0.46,1454,30671.6,0.05,0.97,29217.6,145826.6,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2005,87.8,,,,3.4,114.8,0.03,,111.4,2519.6,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2006,86.3,,,,3.8,96,0.04,,92.2,2847,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2007,87.9,,,,5.5,138.7,0.04,,133.2,3293.5,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2008,91.6,,,,3,262.4,0.01,,259.4,3258,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2010,94.7,,,,7,395.8,0.02,,388.8,3792.7,,0,,,,,,
2040,GRUMA SAB DE CV,GMK,2011,100.6,2.86,,2.12,6.2,779.8,0.01,0.26,773.7,4178.4,,0,,,,,,
4813,BRASIL TELECOM PARTICIPACOES,BRP.1,2005,67.3,,95,,0.2,,,,,,,99.6,68.6,1.45,,,,31.1
4813,BRASIL TELECOM PARTICIPACOES,BRP.1,2006,56.8,,,,0,,,,,,,0,,,,,,
4813,BRASIL TELECOM PARTICIPACOES,BRP.1,2008,57.1,,,,4.2,,,,,,,0,,,,,,
4813,TELE NORTE LESTE PARTICIPACO,TNE,2005,66.5,,93.4,,1.8,,,,,,,125,49.3,2.53,,,,75.7
